,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
16_38_21,0.9844039551450565,1.638228683932216,1.0198249559958954,1.6392651553820288,1.3451371987660725,0.9320950508117676
16_39_29,0.911925012235498,1.563539464227571,0.9230616420351851,1.5464995007698414,1.4236361185709636,0.8335864543914795
16_40_30,0.8676537151848337,1.3659260411711653,0.8703968056635922,1.3644596548764556,1.3474171956380208,0.5324814319610596
16_43_17,0.8910189198755388,1.3354727697527928,0.9063017192946753,1.3279438066323916,1.2906417846679688,1.0081632137298584
16_44_30,0.857778830349457,1.2063005811277767,0.8610585626990482,1.2085019636481595,1.219918966293335,0.8581814765930176
16_45_30,0.989443594785484,1.4800428433378237,1.0714562047188676,1.4764226938847151,1.2344550291697185,1.067232608795166
16_46_53,0.9461207040901735,1.35708725280557,0.9605126163055225,1.361688647934331,1.287474234898885,1.2120213508605957
16_47_48,0.9991714801322822,1.4818565322204436,0.9792970727635497,1.4814051402007673,1.3439509868621826,1.072413682937622
16_48_47,0.9053347284426387,1.499791572662939,0.9832063596877295,1.5208439246561336,1.391231934229533,1.6937174797058105
16_49_53,0.8941340536577188,1.413475770744563,0.9773684255019753,1.42471213512948,1.3491936524709065,1.7727725505828857
16_50_59,0.9707350323406985,1.1697501159593868,1.0167362381916571,1.1673283149499976,1.2402772903442383,1.420522928237915
16_51_59,0.9851833543179981,1.4106350425569134,1.1681320714544932,1.4232543540902718,1.3262657324473064,2.1080849170684814
16_52_53,1.0091515760064655,1.6971330764099848,1.175357543598819,1.67380534224383,1.287348747253418,1.312514305114746
16_53_57,1.0679827274236486,1.8523772293377239,1.2027855918719015,1.861956830410907,1.2371491591135662,1.4285011291503906
16_54_46,1.0917608359728928,1.4421922608286593,1.1049295057176756,1.4496862604528624,1.243817965189616,0.6301751136779785
16_55_40,1.3487431679872142,2.154039868180786,1.4454288884354878,2.1485570041859483,1.2317723433176677,0.6524312496185303
16_56_41,1.0468666583167898,1.8617800708822416,1.0951888791483992,1.8652741157979618,1.387276331583659,1.7087798118591309
16_57_45,1.0549032192156447,1.8723301369617475,1.0535989831356662,1.870263291123772,1.334272861480713,0.7360842227935791
16_58_44,1.0500244782344246,1.939489981486924,1.1366350392407882,1.9335399415544423,1.261122703552246,0.8483607769012451
