,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
16_38_21,1.1768074465048681,2.3554849383962915,1.2304686526625264,2.3667344330302575,1.466193437576294,2.0613675117492676
16_39_29,1.002281204830992,2.020558640092997,1.0786044738785285,2.0216521361742275,1.2913699944814045,1.0701227188110352
16_40_30,0.9720199476182991,1.9565187183065507,0.9890935490366197,1.963769535721931,1.3269278208414714,0.9148550033569336
16_42_26,0.8767773117162716,1.8705805419412471,1.2901165897800118,1.8734983771701055,1.499884843826294,4.889570713043213
16_43_17,0.9466057506248938,1.7655579952981717,0.9208996265738166,1.7575745331516504,1.523116668065389,0.8857648372650146
16_44_30,0.9494507273815564,2.0285864081028806,1.0596672439706611,2.037468744820691,1.44328776995341,1.7616689205169678
16_45_30,1.0426320341049875,2.148970734828055,1.142475105558414,2.1485868446507266,1.27411945660909,1.5342113971710205
16_47_48,0.9636582208264954,1.8501926035744887,1.0694539640391298,1.8936499565102674,1.348044474919637,2.1613810062408447
16_48_47,0.9644822025769724,2.079024209463514,1.0467930821494462,2.0796843853034264,1.4028669198354085,1.8614861965179443
16_49_53,0.9469818763422858,1.6816261567438702,1.0825885976458867,1.6996728528907392,1.374394178390503,2.018280267715454
16_50_59,0.9564191223878129,1.8666827297430582,1.0541141319189218,1.8864072110077506,1.3373681704203289,2.3621718883514404
16_51_59,1.787904510264824,2.9512682425298107,1.8624607864644298,2.9336615391292162,1.4041349093119304,0.5033235549926758
16_52_53,1.0263765491336896,1.4266339272742774,1.063553330888186,1.440130264045549,1.3972581227620442,1.056889295578003
16_53_57,0.8878330542102925,1.4450326202635324,0.9184600539751545,1.4463962854543104,1.390292803446452,1.242248296737671
16_54_46,1.1228305723941003,2.4101653426511653,1.2431067101606699,2.4150314730310933,1.4219450950622559,1.6876568794250488
16_55_40,0.982401924885529,2.1110542885971073,1.1582724898120849,2.163329410142336,1.3897332350413005,1.5536603927612305
16_56_41,1.1402176540611293,2.7095537450789413,1.1597431338312414,2.7288877666639646,1.371846357981364,0.7164044380187988
16_57_45,1.034943372503558,2.1783532792304596,1.0883896644188622,2.183339184948672,1.3126756350199382,1.6543850898742676
16_58_44,1.2506616125439918,2.910111008750828,1.2864596141834457,2.910231136492538,1.2907269795735676,1.0464918613433838
