,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
16_38_21,1.2548302807498803,1.8167628394993975,1.2948193698852557,1.806588163611362,1.5493914286295574,1.0704681873321533
16_39_29,1.0311344763886308,1.7089954048533875,1.063028903081478,1.6886826315235766,1.4428720474243164,0.9026980400085449
16_40_30,1.0838205684222566,1.7344492708319474,1.0949046635005746,1.7223962764864074,1.3758597373962402,0.5248785018920898
16_42_26,0.8638690984247109,1.4453754405853576,1.1665975841533778,1.42438233966579,1.3627484639485676,5.47171425819397
16_43_17,0.8596495090779921,1.3944080116147473,0.9499676162204098,1.3960644807167037,1.2908686796824138,1.1941094398498535
16_44_30,1.099524694822228,1.7963388018035744,1.1561847120038826,1.7882511006827295,1.3494517008463542,1.0232868194580078
16_45_30,0.8974408646231468,1.4138473908599023,0.9222479564414551,1.4094508716068386,1.3729183673858643,0.6187007427215576
16_46_53,1.115134488641641,1.5226877851242413,1.1370915736874934,1.5290814704078801,1.299148718516032,1.0913455486297607
16_47_48,1.0521939992414664,1.4032754819089908,1.1409055970292747,1.4037405040246016,1.4487531185150146,1.3647570610046387
16_48_47,0.9637838738182901,1.383781192673896,1.0174562255476889,1.3775588306933821,1.406540870666504,1.412266492843628
16_49_53,0.9248196686233616,1.4106211731404656,0.9462094894593092,1.4089354299406407,1.383922020594279,1.1223526000976562
16_50_59,1.0851434251417635,1.5514559783828699,1.161494193447788,1.5545391459475277,1.4621067841847737,1.824958324432373
16_52_53,1.1286037334023498,1.6767656577751988,1.1786584304935526,1.6659895286876558,1.4557305971781414,1.941377878189087
16_53_57,1.0726140234012684,1.4052067696207209,1.1915684947211447,1.4167164720661185,1.3984758853912354,1.2230455875396729
16_54_46,1.1952291595387114,1.4538479191931915,1.1902330226182276,1.4624338425598977,1.2703334490458171,0.7649531364440918
16_55_40,1.1674117178277037,1.7165129942880069,1.2945298568688428,1.7236065398830422,1.4089516798655193,0.820913553237915
16_56_41,1.3468325652012734,1.543130408710804,1.4057537798844977,1.5532694259685305,1.4055896600087483,1.4385285377502441
16_57_45,1.0785701660326277,1.58667562842855,1.1214636196964043,1.5996716785163358,1.4019529819488525,0.8128182888031006
16_58_44,1.166812975077808,1.53773123415041,1.1752059077282175,1.5509280785957604,1.2434150377909343,0.6266238689422607
