,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
16_38_21,0.948170973120323,1.6367324067706401,1.0127332302986054,1.6428666912576568,1.2650736331939698,13.27005124092102
16_40_30,0.9231813259163096,1.565804700258527,0.9981154155887951,1.5593100807909817,1.2391714334487915,8.976348400115967
16_42_26,0.8875874846749701,1.4358848157420583,1.7408731594020974,1.4207141592167005,1.3652942657470704,40.28200364112854
16_43_17,0.93215696827986,1.492122353757618,0.9888044942193579,1.4802067007476045,1.2403457164764404,11.97035026550293
16_44_30,0.9444574981708501,1.6442814877649787,1.0286657709184286,1.6493001974889976,1.2684220314025878,16.111971616744995
16_45_30,0.9381349876219103,1.5941639077449643,1.0216580663193084,1.5843503261523821,1.291584348678589,16.228890419006348
16_46_53,0.9744373328559507,1.5814685228994854,1.2217335461595835,1.5920274043328466,1.2775866270065308,26.315998315811157
16_47_48,0.945691801196476,1.7168107414958167,0.9826835188782077,1.713033555772975,1.3466010093688965,14.314121007919312
16_48_47,1.0233016627483356,1.940633772323305,1.089950729311619,1.9377377631856183,1.3442992925643922,16.343164682388306
16_49_53,0.9827952993196051,1.7900775380710294,1.0847024184249858,1.791669117250785,1.2928033113479613,16.1568706035614
16_50_59,0.949661461477663,1.582973089566402,0.9882417484284706,1.585920968707091,1.2905999660491942,17.289862871170044
16_51_59,1.2597754662890792,1.8933671243531325,1.4145723610996506,1.8937999592298809,1.267504334449768,17.987957239151
16_52_53,1.0428076695650057,1.9428104333973257,1.143961532426448,1.9460425234087753,1.3195038318634034,14.212961196899414
16_53_57,1.0030421981010353,1.9589579692921357,1.1050655664861104,1.958093139683409,1.3176032066345216,16.495803356170654
16_54_46,1.1137372560360579,2.2111620557913656,1.1623407088837787,2.2041433810100775,1.204714035987854,10.287999868392944
16_55_40,1.1303036551307069,2.217357101439223,1.6718967663142563,2.2136731021844276,1.3039020776748658,14.876899242401123
16_56_41,1.1028750617987608,2.1765971906074832,1.197108220650268,2.178605921161673,1.389298391342163,15.649542093276978
16_57_45,1.084587817571508,2.277812112622345,1.1492167018218151,2.279624712498784,1.3456902980804444,16.37862539291382
16_58_44,1.0366280336931406,2.1616453537133222,1.088773975059294,2.1670426205946884,1.32757465839386,15.733477354049683
