,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
16_38_21,1.1142940487210482,1.793957383019527,1.1285878290111986,1.7996136843064399,1.3366187413533528,0.7651073932647705
16_39_29,1.3289884878014269,2.040831932154996,1.2778333965690205,2.039559151332694,1.4195902347564697,1.3788490295410156
16_40_30,1.1296348240582674,1.5899650183220164,1.0951528920662654,1.6047603522687124,1.3669044176737468,1.0774815082550049
16_42_26,1.2836143593224747,1.860836789182346,1.662575754664706,1.8730043079548255,1.5471222400665283,2.8283321857452393
16_43_17,1.2867112431299772,1.919127026493626,1.2774308956101121,1.9287595397796347,1.3496054808298747,0.898766040802002
16_44_30,1.3670065706071157,1.7713275052737625,1.3764321652837406,1.784373105701365,1.292378822962443,0.9085381031036377
16_45_30,1.2623730835855045,2.0212800014854615,1.2821697826756768,2.039716254812667,1.4241073926289876,1.0893454551696777
16_46_53,1.1357221784452045,1.4694968933629102,1.0657759999678116,1.4673815505330772,1.434471607208252,1.4553844928741455
16_47_48,1.2074140410085863,1.5205249386605892,1.264738667152666,1.5149374090985195,1.4312658309936523,1.5482020378112793
16_49_53,1.2401669791302243,1.7441709805498555,1.318669489432841,1.8081818042725861,1.470684289932251,1.9437437057495117
16_50_59,1.283724360722346,1.870711429442715,1.3351064449181225,1.879434437342531,1.3444819450378418,0.9271018505096436
16_51_59,1.356979157835718,1.956183129032962,1.3846505124108777,1.976946113851498,1.3049643834431965,0.9039878845214844
16_52_53,1.2734675048210007,1.9064038548811924,1.3534169787284873,1.9112387201239258,1.3869069417317708,0.7337884902954102
16_53_57,1.1627183610558787,1.6851958441294974,1.1747103349396848,1.6960353287012124,1.3063143889109294,1.1111383438110352
16_54_46,1.114454019755108,1.4667925504520698,1.067068770140921,1.4911785737446552,1.1670475006103516,0.9501223564147949
16_55_40,1.1699281714857126,1.5999657513941012,1.1967258658452704,1.6050535820591323,1.3324243227640789,0.996924638748169
16_56_41,1.2385449149835381,1.587741283770686,1.3453988006593256,1.5895554084932182,1.3709514141082764,0.5793404579162598
16_57_45,1.234624759945323,1.8156678711932535,1.3389375561144177,1.818243280312375,1.3298351764678955,1.6852569580078125
16_58_44,1.116597233587051,1.584034045371453,1.12000474170757,1.5866058173052473,1.3498957951863606,1.537548303604126
