,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
16_38_21,0.9401558194747763,1.8091250402529475,0.951060763915446,1.802907583429424,1.380038817723592,1.026742696762085
16_39_29,0.8632643931960396,1.671232947769227,1.1250230443213578,1.626195363696035,1.421000083287557,1.4198501110076904
16_40_30,1.0184772700055673,1.8197789130380524,1.0965096170752295,1.8059293699772556,1.4501307010650635,0.714684247970581
16_42_26,0.9315461499659584,1.6916811463934145,1.535023242968452,1.6224106204231652,1.3855289618174236,4.788370132446289
16_43_17,1.0273695476814522,1.7301378562636935,1.078814395333478,1.7149004268315908,1.2969883282979329,0.6798007488250732
16_44_30,1.049432705660176,1.76889160209702,1.1135642772675671,1.7651411793988907,1.3811241785685222,2.159916400909424
16_45_30,1.0128399199235945,1.592903848740049,1.1193249300176735,1.579232015783784,1.3926277160644531,0.8900766372680664
16_46_53,0.9509087644319266,1.648325844411208,0.9846412935261742,1.6423548367856966,1.327797253926595,0.9382727146148682
16_47_48,0.9989998060893446,1.6064780000947159,1.1409206976361848,1.6020031847022362,1.4171906312306721,2.0625360012054443
16_48_47,1.0961642928273476,2.0507259675965375,1.1474184682910007,2.0249453464872844,1.3244203726450603,1.4647831916809082
16_49_53,1.0456860010913978,1.8559678390363725,1.1787957710869033,1.8520830510845099,1.4135366280873616,0.907465934753418
16_50_59,0.9754218619948581,1.7479396534036171,1.0728151112601314,1.751519962017163,1.3916232585906982,2.042722463607788
16_51_59,1.0568353386855085,1.6450513253256625,1.1098379241774259,1.641863713081941,1.1940805117289226,1.3692457675933838
16_53_57,1.1212117064279115,1.9957017358991447,1.1814553953745845,2.0016570784851053,1.3922309080759685,0.8168942928314209
16_54_46,1.1651501996948566,2.1002530989348545,1.2281800592579393,2.092616928356656,1.2317463556925456,1.4104547500610352
16_55_40,0.8687046079988956,1.468574865078393,0.950062988381136,1.472901055854948,1.411090612411499,1.4994845390319824
16_56_41,1.0284122525996002,1.9510354716739344,1.0333989767542806,1.9477071627310152,1.3617910544077556,1.1148881912231445
16_57_45,0.9642449973950343,1.6693534197312108,1.0343793283554252,1.6780639105151547,1.407260815302531,0.7711238861083984
16_58_44,1.0029647112819189,1.8331513537016475,1.0524506413729324,1.8431676531615406,1.2983427047729492,0.9246468544006348
