,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
15_56_22,1.978864834684779,1.4541423925268142,2.287976841081062,1.4517116273853845,0.852019214630127,1.3151226043701172
15_57_13,1.3376829214937564,1.1158291041920092,1.3765953983395023,1.1065205720758624,1.0709686756134034,3.1380746364593506
15_59_11,1.214292576879786,0.9190846563728271,1.3085013423622904,0.9366114005836053,1.1125637531280517,3.7095799446105957
15_59_52,1.6441594373333532,1.4320336278283583,1.8733131173393744,1.372694897555535,0.930295753479004,1.7598328590393066
16_00_38,1.8010910820569543,1.4156587536644771,1.8506270971058414,1.424006279029176,0.9425216674804687,1.4820773601531982
16_01_30,1.5195028338032286,1.7163860907317372,1.622820819026578,1.7223510946063125,0.8861431121826172,2.3356149196624756
16_02_35,1.5686416095353213,1.65730495650845,1.6710870209096353,1.67236350300194,0.9027384281158447,1.6468687057495117
16_05_08,1.5655017632544135,1.9414870530255173,1.8706917216622136,2.003568901205577,0.8471424579620361,2.2627789974212646
16_05_51,1.659550838176859,1.6026075822836552,1.7783588480348576,1.6235888912489396,1.0047276496887207,2.2423930168151855
16_06_39,1.368023809504638,2.058171027351248,1.7024403762179687,2.0920209407035597,0.8441507339477539,3.02044677734375
16_07_34,1.5306148651587765,2.201805627056486,1.8292987849537288,2.1488132818080827,0.8623069763183594,2.3526227474212646
16_08_31,1.782384957168224,1.9465963246612326,1.957074962504257,1.9633727929418652,0.9629313945770264,2.207613945007324
16_10_31,1.5715584435867183,1.8148904958537506,1.6209137999777672,1.8131575561904356,1.0950252532958984,2.9573206901550293
16_11_21,1.1879452114701543,1.8598037810275958,1.255751415786778,1.8736309431328375,1.0256052970886231,2.1400935649871826
16_12_00,1.4620086540815782,2.030345673331636,1.634227921765145,2.0630780112214118,0.9665101051330567,2.7962875366210938
16_12_49,1.514120978893064,2.203763372354166,1.6814887006365957,2.1848220004421854,0.9588067531585693,2.9921605587005615
16_13_39,1.6349421728369191,2.332106418938055,1.7364476553130594,2.312517896790818,0.9737667560577392,1.2882134914398193
16_20_03,1.8218264106731885,2.453553570369158,1.8968289160941083,2.478745054584003,1.0595566749572753,3.2530364990234375
16_24_24,1.2614190970098154,1.867135049326309,1.3872140081613158,1.8888986323051162,0.9842739582061768,2.4531900882720947
