,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
15_56_22,1.577906632173075,1.054614079737205,1.8244022249261,1.0268303688356772,0.8112897872924805,8.87303376197815
15_57_13,1.2646289480923452,1.0739423724497394,1.3349404916215752,1.0673339403240212,0.9437793254852295,11.553808450698853
15_58_14,1.1893269166676212,1.0169526533990196,1.3043449322379423,1.0241772555773505,0.9386198282241821,13.07404351234436
15_59_11,1.2605760935077497,1.1194923043933536,1.4405495604065728,1.1685892533718554,0.8759634971618653,12.457690477371216
16_00_38,1.3377496816049639,0.9515036225940467,1.437236838679238,0.9499221421032892,0.881106972694397,7.787955284118652
16_01_30,1.3187109306594162,0.9834617996464625,1.4572581807342164,0.9792209211088285,0.8410416841506958,7.472584962844849
16_02_35,1.369492197574985,0.9546252143615995,1.4914939288711038,0.9470567715126046,0.8510854959487915,7.153573751449585
16_05_08,1.356299408392281,1.0402797054771218,1.5452393414364507,1.060313375287854,0.7864544153213501,10.835376501083374
16_05_51,1.3806848419925963,1.1724092057355866,1.5373319342547034,1.1705424615652227,0.9148434400558472,9.145193338394165
16_06_39,1.411609977989448,1.1790695594863332,1.6851356309646581,1.2042579690465607,0.7375347375869751,7.735500335693359
16_07_34,1.151579848925144,1.4171487661362614,1.3366159094829702,1.4020464564326411,0.8627624273300171,12.830924987792969
16_08_31,1.442934382772406,1.6013123766473003,1.60894581710799,1.5816578674751884,0.846673560142517,10.868852376937866
16_10_31,1.3412566028057153,1.5275000075893261,1.444036125535899,1.5280696398113571,0.9652327775955201,9.271833658218384
16_11_21,1.1303581949213732,1.574371398011575,1.2593843261690914,1.5855856255807417,0.9184085130691528,10.880616903305054
16_12_00,1.394667261773133,1.5037593620536267,1.5301059782107087,1.5058644244751713,0.8824591159820556,7.869460105895996
16_12_49,1.4384243276375654,1.6497710047725924,1.6198665222039232,1.6512724933200627,0.8007795810699463,8.166926860809326
16_13_39,1.4279590586480708,1.649271031051596,1.5973730524786907,1.6426126176287617,0.8178671836853028,9.49899959564209
16_20_03,1.5195361664423734,2.0945474560150243,1.5955767584110268,2.1065669380036005,0.9427425861358643,12.035234451293945
16_24_24,1.3658312655594824,2.2254694462080065,1.420556936303884,2.23175513491612,0.8647982120513916,8.42696475982666
