,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
15_56_22,1.5331996720412095,1.3051971296394034,1.7143264997627503,1.2932034152540979,0.8994594573974609,1.520686388015747
15_57_13,1.3962715019885523,1.1971535918757104,1.5313825354033375,1.1991343718054834,1.0159351348876953,2.422743797302246
15_58_14,1.2920940070891713,0.9301068497997872,1.5052041803272092,0.953994656052579,0.9774137496948242,2.865856409072876
15_59_11,1.4978953822723007,0.8178477293523888,1.614125179454906,0.8388871604014361,0.9552017688751221,1.9134080410003662
15_59_52,1.4798684961232496,0.9763729586047178,1.5912235757536584,0.9789940958624929,1.0360503673553467,1.9139220714569092
16_00_38,1.4801007101419588,0.8657271128411466,1.6301338331320243,0.8744365452863835,0.9328624248504639,2.577789068222046
16_02_35,1.5292779107830514,0.9474624477049908,1.7208846216364007,0.9370018948587325,0.8879003524780273,2.027456521987915
16_05_08,1.495019774629035,1.02008683629748,1.5910440782908986,1.0189818792461713,0.9214332103729248,2.7111594676971436
16_05_51,1.349984230446063,0.9831763495443541,1.438935810673009,0.9829329160025514,1.087672185897827,2.887321949005127
16_06_39,1.7623060755588615,1.04135843405018,2.2227216356959616,1.072947767903131,0.7667893886566162,1.607285737991333
16_07_34,1.3613125737343326,1.1516731181085762,1.7917162788658034,1.11543589199146,0.8939278602600098,2.228393077850342
16_08_31,1.690740308492782,1.161758036807442,2.044833142293594,1.1418913229889112,0.8123150825500488,0.7074606418609619
16_10_31,1.3502805759409786,1.1520440591077288,1.4884167488068998,1.156914398684952,1.0122607707977296,1.906989336013794
16_11_21,1.2894956580410248,1.2768851037058617,1.3587550503586578,1.268539627882072,1.034102773666382,3.2708466053009033
16_12_00,1.3202391976844445,1.2141175189826048,1.4228002838374723,1.1996013818216673,0.9583405494689942,1.9386136531829834
16_12_49,1.6118856695960908,1.365185228116655,1.808128654638933,1.3620167778001133,0.8465869426727295,1.8140506744384766
16_13_39,1.2631430815684113,1.3802256575441498,1.4716695249409661,1.3733351348210698,0.8521289348602294,3.1862900257110596
16_20_03,1.53464657849774,1.6417713088026509,1.61281559504947,1.6682472453892128,1.0389568328857421,3.331371784210205
16_24_24,1.389018909525091,1.586442995334347,1.4814878118479144,1.5964512570801128,0.874213457107544,1.4273440837860107
