,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
15_56_22,2.521272603107332,1.4524673933266528,2.8283787096773856,1.4429086522128873,0.8804152488708497,2.347930669784546
15_57_13,2.3717760864306445,1.324611314114817,2.569721882701673,1.3113537706487248,1.0031989097595215,2.3702659606933594
15_58_14,2.2918393317920716,1.2679050955692632,2.5240010432300277,1.2469716049472497,1.0021764755249023,2.9358904361724854
15_59_11,3.180676675399181,1.639689148716988,3.3079874975304513,1.603164974681233,0.9262004375457764,1.8650925159454346
15_59_52,1.749310405765977,0.9674738453728786,2.0202251235286264,0.9826312410330207,0.9216217517852783,4.247169494628906
16_00_38,1.6574651226196262,0.7637610470001301,1.9408785013050156,0.7725327719818593,0.9212221622467041,1.777318000793457
16_01_30,1.5555647284150924,1.2168682768878414,1.6854963573857316,1.233029589342514,0.954169225692749,2.1636176109313965
16_02_35,2.167801604036011,0.845071275675529,2.2499095009048804,0.8499642839703144,0.8552002906799316,1.4727399349212646
16_05_08,1.7145298905825241,0.7867451538474617,2.079394587854692,0.8565148635632802,0.8398331642150879,2.1680519580841064
16_05_51,2.212397887843975,0.9982086355439939,2.3733774876083404,1.015182483275514,0.9052392482757569,1.4415125846862793
16_07_34,2.1020703623380887,1.156939857169301,2.3596687980262865,1.114907433588542,0.9575818538665771,2.520562171936035
16_08_31,2.9822211964268,1.5725366647754433,3.096122673869914,1.5165785689622424,0.959656047821045,1.714416265487671
16_10_31,2.5932622663439275,1.19665276850552,2.7885800438835644,1.2136585296242153,0.9929022789001465,2.2010622024536133
16_11_21,1.8518517623024244,1.3459902996064101,1.9940563321267626,1.3115521698012689,1.0232344150543213,2.7360193729400635
16_12_00,2.2144121216382735,1.1784940770433696,2.502720591778088,1.2191588856724125,0.8931540012359619,2.534569501876831
16_12_49,2.3965444796933166,1.1674067048576506,2.5706215120775724,1.1523298065154226,0.8556527137756348,1.0570366382598877
16_13_39,1.7344378312662492,1.023490381631369,2.0335268350675264,0.9748416038867771,0.8305967807769775,2.028878927230835
16_20_03,2.686721722267499,1.8619630479073908,2.749044313445813,1.884504909007718,1.1109671115875244,2.290736436843872
16_24_24,3.244202433560329,1.946391507250994,3.4136146614917204,1.950227998026071,0.9469359397888184,1.4880199432373047
