,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
11_42_42,1.6294980941573127,2.000439384742416,2.011525283615852,2.0290963112860116,1.0268478393554688,30.481618642807007
11_44_22,1.0604298337176312,0.766143977576793,1.4554872577731002,0.7929365338196398,0.8025416374206543,19.989809274673462
11_45_50,1.0465664899217049,0.6971791010038615,1.6599251878460775,0.7381968613825924,0.9110352754592895,24.76067876815796
11_50_23,1.1498633283958317,1.6001449473854792,2.0424343841907393,1.6699749546116602,1.1474837064743042,34.52103900909424
11_53_44,1.2900117725555944,1.5214369900711766,2.513389185959293,1.6392661835339046,1.1835601806640625,43.8042197227478
11_55_38,1.0931460978693177,0.9955974176246768,1.6912547864004512,1.0464740422744474,1.123817229270935,30.629862070083618
11_58_09,1.148960165750311,1.2632205342476899,1.9406550138834542,1.4145840019425386,1.106433367729187,37.76794457435608
13_18_43,1.1188749005894214,0.9637340846168726,4.584083765793858,1.773113935197783,0.8836221933364868,24.5306978225708
15_17_15,7.82211302929518,15.61551849489353,12.024410691919242,15.132164452405531,1.1249890327453613,30.39629340171814
15_22_01,0.9932065144571894,2.37534654054656,1.8069883930849038,2.3372371416138957,1.0199567794799804,24.45672845840454
