,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
12_56_08,0.4039427210820511,2.7130706740843915,0.5686416550188839,2.743893053619078,1.7606292486190795,101.08169388771057
12_57_17,0.41530669352959065,2.790673295015519,0.8671552685136029,2.7688808556042157,1.5662717819213867,88.44928240776062
12_57_42,0.4339616411014179,2.974876546933549,1.3112350789241005,3.082515230968469,1.9115558385848999,100.42842531204224
12_58_40,0.45659546900257253,2.887660051137774,1.2779225580462297,2.931304466945952,1.9367435932159425,105.84526228904724
12_59_11,0.379258419832011,2.350211849996581,0.44971034349221295,2.396421198649422,1.7014803886413574,94.98406386375427
12_59_37,0.47120564067894655,2.9434039438860076,2.81186155457631,3.284006140491397,1.8856948375701905,87.50067734718323
13_00_07,0.42720750418605824,2.6072535288682746,0.6031134835078649,2.617243854500392,1.8941370010375977,95.8499162197113
13_00_39,0.45396446663794565,2.77636248728679,0.8429616627973492,2.9226065807620007,1.6800017833709717,86.37673139572144
13_01_08,0.44306276457384897,2.8533852121031273,0.8586963796485341,2.8654097324607752,1.9257917165756226,96.10198283195496
13_01_37,0.42632896337758636,2.6701266113444073,0.5970020847171107,2.676357572216999,1.4377853155136109,89.10741662979126
13_02_49,0.4087623696552016,2.5669695566658555,0.6064880930595217,2.586045973152584,1.5845764875411987,77.30145788192749
13_03_26,0.4452094655137931,2.639719366259833,0.7250564287623067,2.728610173030521,1.361433982849121,76.54674410820007
13_04_38,0.3763017861719882,2.6679787376234185,0.45176464193505744,2.642280901325362,1.6610897064208985,81.65162134170532
13_05_51,0.3730960154497756,2.370293047739241,0.4525266450664064,2.3817855420705225,1.4957976579666137,74.34353065490723
13_06_31,0.38795946003791415,2.691637232680034,0.4315806707376116,2.6907969174672544,1.5815755605697632,71.52896976470947
13_06_59,0.40553399026596476,2.7522165553320708,0.5792367963090556,2.7912970484362654,1.2218679428100585,95.26058149337769
13_44_45,0.42351335603474466,2.3320925884454096,0.4978389594841666,2.4092507827093197,2.3804587602615355,108.09572625160217
13_46_58,0.40046688186736895,2.36657706380797,0.4541985734046513,2.366663998480471,3.1316312074661257,112.26139044761658
13_48_30,0.37286473289513333,2.1535850606312557,0.418074016355439,2.196106493701219,2.913281726837158,97.79141092300415
13_51_02,0.35901054190527876,1.9529062070952543,0.4257902452680318,1.946482632391203,2.023818254470825,109.14822459220886
13_51_46,0.40838531763838654,2.06848373003761,0.47291529808333316,2.1182382531923167,1.8346819639205934,112.4458327293396
13_54_14,0.4204098105312028,2.419666759891922,0.5471211577375567,2.4762420445061717,2.4562966585159303,104.78141331672668
13_55_12,0.4450311206801099,2.2890296424920558,0.5153275323109423,2.3075269673164094,2.53369779586792,108.76335430145264
13_56_15,0.39136884438258884,2.3769630081859434,1.6987099053096018,2.433624238349248,3.813835382461548,120.41041302680969
