,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
16_38_21,0.9258434023073083,1.3924617237242516,0.9691004059146666,1.3913893112172888,1.3846920728683472,13.211214065551758
16_39_29,0.870243396511478,1.356109992806981,0.9368785751520207,1.3514123318360274,1.410270667076111,15.70308804512024
16_40_30,0.8893597701250654,1.1850916968495742,0.9649496756629966,1.1873066765384725,1.3527385473251343,9.68956470489502
16_42_26,0.8765510151188557,1.360647041985915,1.6209374180797498,1.3570909052128908,1.4125701427459716,40.42253494262695
16_43_17,0.8847808294307394,1.2215859918325345,0.931207536424687,1.2216794949337808,1.3176794290542602,12.027377367019653
16_44_30,0.9091714052229004,1.3232544234532695,0.9908128385430441,1.333239587908761,1.3054245710372925,14.333539962768555
16_45_30,0.899361080908665,1.3113115433865778,0.9798410119352566,1.3110467329538857,1.261942720413208,14.755887746810913
16_46_53,0.9458984078322392,1.365656408847834,1.1276233946986,1.3730378810428514,1.2817925453186034,27.321978330612183
16_47_48,0.9084916822120661,1.3652539962632475,0.9433232351072274,1.3647723677001968,1.3510315656661986,13.332241296768188
16_48_47,0.9555078802009859,1.391622118848855,0.9996692264800897,1.3912782917395075,1.358731174468994,14.91341781616211
16_49_53,0.9052161533016673,1.245298043456369,1.0027855813547693,1.2479749483227103,1.298846220970154,15.709023237228394
16_50_59,0.9114209398589341,1.4792595922888003,0.9521448787829595,1.4814308765024065,1.2559214115142823,15.37336254119873
16_51_59,1.2306460061811673,1.6314252898178767,1.4001181384747374,1.6346985579066202,1.2627748489379882,13.358610391616821
16_52_53,0.9964626983770813,1.594582019477077,1.0656925610487353,1.5966968328547926,1.3525984287261963,12.152954339981079
16_53_57,0.9260795963554593,1.2974445230022091,1.021664664160598,1.2961826001030037,1.2879380941390992,14.637868404388428
16_54_46,0.9729560535945758,1.3033968570808698,1.0152824333120019,1.3058185974766323,1.1708419799804688,7.95596718788147
16_55_40,1.0211843761535555,1.3143856452612377,1.5032614227830403,1.3185996827112136,1.2607842683792114,12.264384508132935
16_56_41,0.9894391180700524,1.3660672708632668,1.1014135076024811,1.3620624463826487,1.293187928199768,11.965163230895996
16_57_45,0.9763987161212646,1.5056307344808593,1.0196843865147909,1.5104391401071917,1.2935005187988282,15.765733242034912
16_58_44,0.9005275480477244,1.2626342850283325,0.931712399976848,1.2665339599398109,1.275237798690796,15.462267398834229
