,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
11_19_11,1.1527549170346525,0.7044720937696495,1.9720044690509408,0.7158657468941738,2.7072286367416383,145.2350993156433
11_22_14,0.8703252991198223,0.9996455219342486,1.2677900147564802,1.0157001235400036,2.879681396484375,110.51625180244446
11_23_05,0.856530194311003,0.9443962882331777,0.9487297683125074,0.9392704051937686,2.9978131294250487,104.99372029304504
11_27_45,0.893102122831969,0.9750947670723632,0.938575264425197,0.9796797929234108,2.5298452138900758,90.32954025268555
11_29_40,0.867380393575656,1.016201514093657,1.0014703011637949,1.0153351363081986,2.432572937011719,88.7869074344635
11_30_40,0.8675048272525998,1.0320208969779299,1.7112966040504116,1.0410195154809565,2.8405153512954713,98.10528993606567
11_32_35,0.8770007905141947,1.1553182580497157,1.2628204688810731,1.1712666435681554,2.2651092290878294,74.79049253463745
11_34_45,0.8792847897822291,0.9587911110321142,0.9618199118782788,0.9579827159066193,2.6844109296798706,110.83711385726929
11_35_42,0.8762332646562611,1.0084202399705522,0.9319109918989597,1.0035245535121062,2.4516037464141847,80.0079276561737
11_37_36,0.889114550536742,0.9508415457133159,0.9294250487596133,0.9501730790046824,2.5492435455322267,100.18040561676025
11_38_33,0.8589740423369121,1.0221779348763518,0.9557927175435446,1.019424731378798,2.439991855621338,96.18666219711304
11_42_31,0.8424174937997142,0.8873762902413825,0.9082501275272653,0.8867274531474478,2.5864603996276854,97.90319442749023
