,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
11_42_42,1.8176849497809449,2.385733896020373,1.994514294920957,2.375178108834221,1.4235373338063557,1.1335742473602295
11_45_50,1.4883309003651481,0.9054354284402767,1.5246362048562154,0.9174771737000357,1.0614929993947346,0.9017636775970459
11_50_23,1.5768625780992969,1.2022567873439862,1.6988065981237463,1.2054163194460827,1.2874021530151367,3.3898251056671143
11_53_44,1.5359705590466177,1.6972628006242818,1.7376420565799502,1.68921303208973,1.3235732714335124,2.6653096675872803
11_55_38,1.4702753825710613,1.1670405033671196,2.469751548563687,1.2501119965815122,1.3065329392751057,3.3360965251922607
11_58_09,0.9323352798494863,1.7319913015182846,1.078202545732104,1.7306304374438937,1.2444348335266113,3.84965181350708
13_18_43,1.5207409079551617,1.753626906099243,1.9203381862950624,1.8448414810045057,1.0175586541493733,3.4437386989593506
15_17_15,3.610879050016816,40.51279213893556,3.611547879933818,40.49590583564421,1.3435771465301514,1.6408307552337646
15_22_01,2.865903464867211,19.631358011559467,3.1589155985415336,19.601519310126722,1.1401896476745605,2.5145742893218994
