,Reproj.,Recon.,Tracked Reproj.,Tracked Recon.,Mean Frame Grab Time,Mean Calibration Time
11_42_42,4.1153570352181115,1.7869125377590953,5.038706367542072,1.894958444367434,1.0632333755493164,2.930044412612915
11_44_22,2.0791725875168807,1.0131364700947205,3.6283111981855836,1.0317821593220946,0.9993247191111246,0.9699239730834961
11_45_50,2.5670337629163074,1.047787302537844,5.005313325403323,1.1517405547375044,0.9662428696950277,1.165727138519287
11_50_23,5.534932218489778,2.2947949505928285,5.835080179535075,2.283451919282385,1.2930901050567627,2.0683929920196533
11_53_44,3.86815496287127,1.4193952852776508,5.373620332410891,1.6749567957265934,1.2343190511067708,2.7529141902923584
11_55_38,2.809457840933968,1.4928625897447916,3.0050783915775585,1.5008162385413355,1.2910642623901367,2.1022744178771973
11_58_09,2.064879700423263,1.4027919815911767,3.4301435565404725,1.6061194001537373,1.1414016882578533,2.971514940261841
15_17_15,10.303979746147306,26.531304778748293,14.377586248613897,26.920067435030727,1.1652539571126301,1.0294511318206787
15_22_01,3.9254972266056685,14.902219977107404,4.397754958756565,14.793364485446626,1.0562586784362793,2.579589366912842
